[Physics]
GAMMA = 1.4
IC_TYPE = SHOCK_VORTEX_WORKSHOP

[Solver]
P_DEG = 2
CFL = 0.4
T_FINAL = 0.9
NUM_THREADS = 18
RIEMANN_SOLVER = RUSANOV

[Regularization]
ENABLE_IGR = false

[PPR]
ENABLE_PPR = false
PPR_THETA = 10.0
PPR_C_TAU = 0.15
PPR_ADV_MULT = 1.0
PPR_ADAPTIVE_THETA = true
PPR_SMOOTH_THETA = true
PPR_USE_DUCROS_SENSOR = false
shock_sens_schedule = 0.0:0.25:1.0
theta_schedule      = 0.0:20.0:50.0

[Stabilization]
ENABLE_POS_LIMITER = true
POS_LIMITER_EPS = 1e-12
ENABLE_ENTROPY_LIMITER = true
ENTROPY_LIMITER_EPS = 1E-4

LIMITER_STRATEGY = MODAL

[IO]
OUTPUT_INTERVAL = 0.414
RESTART_INTERVAL = 0.828
RESIDUAL_INTERVAL = 0.01
PROBE_INTERVAL = 0.01
PRINT_INTERVAL = 0.0001
RESTART_FILE = 
RESTART_TIME = 0.0

OUTPUT_DIV_ND = true
OUTPUT_ADAPTIVE_THETA = true
